NDB_No,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Cleaned_Desc
18192,3.6,514,5.37,26.22,1.04,63.78,1.3,21.65,13.0,2.98,14.0,66.0,88.0,353.0,0.49,0.09,0.393,6.2,0.0,0.353,0.314,3.275,0.321,0.071,81.0,61.0,20.0,124.0,0.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,2.44,0.0,0.0,11.0,8.105,6.708,8.326,0.0,28.35,1 oz,11.8,1 cookie,cookies shortbread plain
18222,5.5,374,12.9,2.3,2.9,76.4,7.4,,43.0,4.5,56.0,165.0,148.0,837.0,1.5,0.265,1.064,55.0,0.0,0.422,0.299,5.083,0.517,0.103,132.0,108.0,24.0,208.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.337,0.544,0.91,0.0,14.2,.5 oz,5.0,1 toast,crackers melba toast wheat
18223,4.7,446,7.6,13.77,2.2,71.73,3.4,10.32,172.0,3.58,22.0,303.0,114.0,687.0,0.67,0.227,0.552,15.9,0.2,0.538,0.418,4.43,0.407,0.037,90.0,70.0,20.0,139.0,10.8,0.08,58.0,16.0,16.0,0.0,3.0,0.0,0.0,16.0,1.22,0.0,0.0,3.8,2.912,5.485,4.867,11.0,14.2,.5 oz,11.0,1 cracker,crackers milk
18228,5.05,418,9.46,8.64,2.79,74.05,2.8,1.29,19.0,5.57,23.0,102.0,152.0,941.0,0.69,0.139,0.686,10.3,0.0,0.702,0.487,6.442,0.536,0.086,134.0,117.0,17.0,216.0,16.7,0.09,2.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,1.15,0.0,0.0,25.4,1.653,1.986,4.835,0.0,14.9,5 crackers,14.2,.5 oz,crackers saltines
18236,7.6,383,9.3,1.7,0.6,80.9,2.6,0.33,23.0,4.64,24.0,104.0,115.0,16.0,0.69,0.225,0.944,42.3,0.0,0.696,0.468,5.707,0.467,0.039,136.0,114.0,22.0,216.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.43,0.0,0.0,0.3,0.271,0.152,0.722,0.0,28.35,1 oz,115.0,1 cup,cracker meal
18242,5.5,407,11.9,6.6,2.5,73.5,5.1,,76.0,4.08,31.0,115.0,124.0,698.0,0.89,0.163,0.5,37.5,0.0,0.623,0.272,5.439,0.429,0.026,132.0,110.0,22.0,209.0,,0.0,0.0,0.0,0.0,,,,,,,,,,1.51,3.059,1.273,0.0,14.2,.5 oz,30.0,1 cup,croutons plain
18243,3.6,465,10.8,18.3,3.8,63.5,5.0,4.41,96.0,2.82,42.0,140.0,181.0,1089.0,0.94,0.168,0.514,28.8,0.0,0.506,0.421,4.646,0.835,0.083,105.0,65.0,40.0,151.0,14.6,0.14,32.0,7.0,7.0,0.0,6.0,0.0,0.0,45.0,0.4,0.0,0.0,7.6,5.247,9.498,2.368,7.0,14.2,.5 oz,40.0,1 cup,croutons seasoned
18264,42.3,223,8.7,2.0,2.3,44.8,4.6,1.56,178.0,2.87,37.0,107.0,186.0,353.0,1.07,0.148,1.001,29.2,0.0,0.431,0.292,3.356,0.444,0.087,64.0,25.0,39.0,81.0,13.7,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,92.0,0.45,0.0,0.0,0.8,0.287,0.28,0.834,0.0,28.35,1 oz,57.0,1 muffin,english muffins wheat
18272,3.0,402,7.9,3.8,1.1,84.1,1.7,25.66,44.0,4.43,31.0,103.0,145.0,298.0,0.75,0.268,0.732,4.8,0.0,0.511,0.405,5.066,0.429,0.052,140.0,136.0,4.0,236.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.07,0.0,0.0,1.5,0.573,1.47,1.452,0.0,28.35,1 oz,10.0,1 cone,ice cream cones sugar rolled-type
18305,52.5,232,1.8,10.0,0.8,34.9,1.0,9.89,8.0,0.3,5.0,23.0,50.0,287.0,0.16,0.046,0.176,1.4,2.7,0.01,0.03,0.3,0.136,0.037,27.0,23.0,4.0,43.0,7.2,0.01,140.0,44.0,41.0,0.0,39.0,0.0,0.0,15.0,1.04,0.0,0.0,10.5,1.679,4.244,3.524,0.0,28.35,1 oz,125.0,"1 piece,  (1/8 of 9"" dia)",pie blueberry
18323,54.4,224,1.9,10.0,0.8,32.9,0.8,16.23,8.0,0.5,6.0,22.0,125.0,217.0,0.09,0.053,0.152,1.3,0.9,0.061,0.033,0.2,0.114,0.023,29.0,25.0,4.0,46.0,7.2,0.0,140.0,10.0,4.0,0.0,64.0,25.0,0.0,15.0,0.94,0.0,0.0,3.3,1.508,4.241,3.749,0.0,28.35,1 oz,117.0,"1 piece,  (1/6 of 8"" pie)",pie peach
18337,8.5,551,7.3,38.1,1.0,45.1,1.5,0.74,10.0,2.56,16.0,60.0,61.0,249.0,0.53,0.114,0.488,24.2,0.0,0.398,0.283,4.168,0.0,0.021,78.0,65.0,13.0,124.0,6.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.54,,,16.1,9.643,21.597,4.894,0.0,28.35,1 oz,47.0,1 shell,puff pastry frozen rtb
18338,32.6,299,7.1,6.0,1.6,52.6,1.9,0.18,11.0,3.21,15.0,75.0,74.0,483.0,0.49,0.101,0.476,23.3,0.0,0.541,0.341,4.073,0.302,0.03,88.0,70.0,18.0,137.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.08,0.0,0.0,2.5,1.47,3.149,0.923,0.0,28.35,1 oz,19.0,"1 sheet,  dough",phyllo dough
18349,34.8,277,8.6,4.3,1.9,50.2,3.2,0.31,91.0,2.71,20.0,84.0,114.0,574.0,0.9,0.135,0.559,27.9,0.0,0.523,0.3,4.352,0.452,0.039,113.0,80.0,33.0,169.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.3,0.0,0.0,1.8,0.962,1.961,0.834,0.0,28.35,1 oz,38.0,1 roll,rolls french
18361,14.09,370,4.06,7.98,1.23,72.64,2.3,27.24,293.0,5.62,18.0,84.0,105.0,361.0,0.55,0.098,0.534,3.5,,0.66,0.6,7.23,0.36,0.58,137.0,,,,,,,,,,,,,,1.33,,,,,,,,28.35,1 oz,51.0,1 pastry,toaster pastries brown-sugar-cinnamon
18363,45.89,218,5.7,2.85,0.93,44.64,6.3,0.88,81.0,1.23,72.0,314.0,186.0,45.0,1.31,0.154,0.326,6.1,0.0,0.094,0.065,1.498,0.109,0.219,5.0,0.0,5.0,5.0,13.3,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.28,0.0,0.0,0.0,0.453,0.692,1.419,0.0,28.35,1 oz,19.0,1 enchilada,tortillas rtb or -fry corn
18364,31.98,306,8.2,7.99,2.45,49.38,3.5,3.71,146.0,3.63,22.0,206.0,125.0,736.0,0.53,0.104,0.538,22.3,0.0,0.503,0.282,4.415,0.562,0.059,94.0,79.0,15.0,149.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,7.2,2.924,1.751,2.29,0.0,48.0,1 tortilla,28.35,1 oz,tortillas rtb or -fry flour refr
18368,28.8,291,9.8,1.5,1.9,57.9,1.8,,47.0,3.36,20.0,81.0,82.0,572.0,0.71,0.147,0.638,28.2,0.0,0.519,0.378,5.424,0.025,0.03,86.0,69.0,17.0,134.0,,0.02,14.0,4.0,4.0,,,,,,,,,,0.263,0.195,0.61,9.0,28.35,1 oz,32.0,"1 wrapper,  eggroll (7"" square)",wonton wrappers
18372,0.2,0,0.0,0.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27360.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1 tsp,2.3,.5 tsp,leavening agents baking soda
18373,1.7,258,0.0,0.0,36.8,61.5,0.2,0.0,8.0,3.72,2.0,5.0,16500.0,52.0,0.42,0.195,0.205,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1 tsp,1.5,.5 tsp,leavening agents cream of tartar
18375,5.08,325,40.44,7.61,5.65,41.22,26.9,0.0,30.0,2.17,54.0,637.0,955.0,51.0,7.94,0.436,0.312,7.9,0.3,10.99,4.0,40.2,13.5,1.5,2340.0,0.0,2340.0,2340.0,32.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.001,4.309,0.017,0.0,4.0,1 tsp,12.0,1 tbsp,leavening agents yeast baker's active dry
18376,6.35,383,14.13,5.48,5.55,68.49,4.9,5.74,182.0,4.92,46.0,177.0,231.0,1336.0,1.43,0.244,0.984,24.7,2.7,0.961,0.415,6.161,0.623,0.171,119.0,91.0,28.0,183.0,14.6,0.35,193.0,10.0,0.0,0.0,116.0,0.0,0.0,0.0,0.26,0.0,0.0,46.0,1.391,1.168,2.3,1.0,28.35,1 oz,120.0,1 cup,bread crumbs dry grated seasoned
18412,7.8,418,7.0,12.2,3.6,69.5,6.5,,57.0,0.59,24.0,489.0,113.0,1111.0,0.57,0.085,0.315,,0.1,0.046,0.02,0.937,0.48,0.128,11.0,0.0,11.0,11.0,,0.09,115.0,6.0,0.0,,,,,,,,,,3.091,6.719,1.682,2.0,28.35,1 oz,241.0,"1 package,  (8.5 oz)",bread cornbread dry mix
18413,32.1,275,9.1,1.2,1.9,55.7,2.2,,86.0,1.4,26.0,97.0,120.0,536.0,0.84,0.168,0.481,,0.0,0.267,0.097,2.142,0.397,0.034,24.0,0.0,24.0,24.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.166,0.105,0.535,0.0,28.35,1 oz,60.0,"1 pita,  large (6-1/2"" dia)",bread pita white
18420,3.7,432,4.4,11.6,2.3,78.1,1.1,,135.0,0.48,10.0,310.0,82.0,657.0,0.27,0.072,0.191,,0.2,0.082,0.049,0.309,0.364,0.077,9.0,0.0,9.0,9.0,,0.1,1.0,0.0,0.0,,,,,,,,,,1.738,4.86,4.378,2.0,28.35,1 oz,524.0,"1 package,  (18.50 oz)",cake yellow dry mix
18446,21.0,457,3.9,29.2,1.8,44.1,0.9,,18.0,0.38,16.0,53.0,98.0,576.0,0.3,0.068,0.547,,0.0,0.05,0.01,0.55,0.231,0.071,10.0,0.0,10.0,10.0,,0.03,0.0,0.0,0.0,,,,,,,,,,4.357,12.414,11.0,0.0,142.0,"1 crust,  single 9""",16.0,"1 piece,  (1/8 of 9"" crust)",pie crust standard-type frozen rtb
18609,4.1,462,4.0,17.4,1.4,73.1,1.4,31.6,,,,42.0,84.0,402.0,,,,,,0.42,0.23,2.6,,,88.0,,,,,,,,,,,,,,,,,,5.7,3.9,6.6,1.0,30.0,8 cookies,,,keebler vanilla wafers
18616,33.6,287,8.7,6.0,2.1,49.6,,,191.0,1.99,,,,898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.695,2.771,0.924,,51.0,1 serving,,,mission foods mission flour tortillas soft taco 8 inch
18621,3.12,492,7.23,23.21,2.93,63.51,2.3,8.14,154.0,4.47,19.0,273.0,119.0,882.0,0.61,0.124,0.54,4.6,,0.442,0.265,4.88,0.37,0.06,72.0,55.0,17.0,111.0,,,,,,,,,,,3.49,,,50.0,5.45,6.276,10.896,,3.3,1 cracker,16.0,"5 cracker,  (1 NLEA serving)",nabisco nabisco ritz crackers
18942,4.37,501,5.1,24.83,1.39,64.3,1.9,18.13,29.0,2.6,23.0,117.0,113.0,471.0,1.25,0.223,1.287,2.6,0.0,0.184,0.213,3.22,0.178,0.076,65.0,46.0,19.0,97.0,17.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.85,0.0,0.0,21.8,4.999,16.928,1.671,0.0,28.35,1 oz,183.0,1 crust,pie crust cookie-type graham cracker ready crust
18946,7.96,506,3.41,28.69,1.42,58.52,1.4,,12.0,1.15,9.0,52.0,83.0,472.0,0.22,0.051,0.209,4.5,,0.14,0.037,1.285,0.295,0.02,32.0,21.0,11.0,47.0,,0.0,,,,,,,,,0.05,,,0.4,11.087,11.815,3.756,,198.0,1 pie crust,,,pie crust refr reg bkd
19018,14.74,341,0.0,0.0,0.13,85.13,0.1,53.0,8.0,0.04,1.0,0.0,7.0,0.0,0.26,0.018,0.061,0.8,1.6,0.033,0.012,0.012,0.01,0.001,0.0,0.0,0.0,0.0,0.2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,334.0,1 cup,84.0,.25 cup,fruit syrup
19034,3.32,387,12.94,4.54,1.42,77.78,14.5,0.87,7.0,3.19,144.0,358.0,329.0,8.0,3.08,0.262,1.113,0.0,0.0,0.104,0.083,2.308,0.51,0.157,31.0,0.0,31.0,31.0,21.2,0.0,196.0,10.0,0.0,58.0,89.0,0.0,0.0,1450.0,0.29,0.0,0.0,1.2,0.637,0.95,2.318,0.0,8.0,1 cup,28.35,1 oz,popcorn air-popped
19036,5.0,384,9.7,3.1,2.0,80.1,2.9,0.72,9.0,1.87,159.0,277.0,327.0,288.0,3.99,0.569,0.985,9.9,0.0,0.075,0.178,6.006,0.434,0.181,18.0,0.0,18.0,18.0,22.4,0.0,72.0,4.0,0.0,21.0,33.0,0.0,0.0,537.0,0.29,0.0,0.0,1.1,0.48,0.92,1.35,0.0,10.0,1 cake,20.0,2 cakes,popcorn cakes
19042,2.48,487,6.51,31.06,4.03,55.92,3.8,5.47,32.0,1.36,58.0,145.0,1186.0,545.0,0.98,0.247,0.385,0.4,62.4,0.221,0.119,4.957,0.85,0.375,64.0,0.0,64.0,64.0,11.5,0.0,393.0,20.0,0.0,5.0,203.0,60.0,130.0,151.0,4.42,0.0,0.0,16.1,4.002,13.221,12.207,0.0,28.35,1 oz,198.0,"1 bag,  (7 oz)",potato chips barbecue-flavor
19056,2.64,472,7.1,20.68,1.79,67.78,5.4,0.78,106.0,1.52,84.0,225.0,182.0,328.0,1.38,0.097,0.388,4.4,0.0,0.14,0.07,0.838,0.297,0.179,12.0,0.0,12.0,12.0,19.4,0.36,4.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,3.53,0.0,0.0,20.9,2.811,5.664,10.769,0.0,28.35,1 oz,213.0,1 bag,tortilla chips plain
19078,1.34,642,14.32,52.31,3.6,28.42,16.6,0.91,101.0,17.4,327.0,400.0,830.0,24.0,9.63,3.233,4.167,8.1,0.0,0.147,0.1,1.355,0.168,0.027,28.0,0.0,28.0,28.0,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.4,0.0,0.0,9.7,32.277,16.068,1.551,2.0,29.0,"1 oz, square Bakers",132.0,"1 cup, grated",baking chocolate unsweetened squares
19081,0.5,507,3.9,34.2,1.0,60.4,5.5,51.48,24.0,2.76,113.0,147.0,290.0,16.0,1.5,0.574,0.494,2.8,0.0,0.02,0.24,0.67,0.071,0.043,3.0,0.0,3.0,3.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.26,0.0,0.0,6.3,20.08,11.22,0.99,0.0,28.35,1 oz,41.0,"1 bar,  (1.45 oz)",candies sweet chocolate
19095,61.0,207,3.5,11.0,0.9,23.6,0.7,21.22,128.0,0.09,14.0,105.0,199.0,80.0,0.69,0.023,0.008,1.8,0.6,0.041,0.24,0.116,0.581,0.048,5.0,0.0,5.0,5.0,26.0,0.39,421.0,118.0,116.0,0.0,19.0,0.0,0.0,0.0,0.3,0.2,8.0,0.3,6.79,2.969,0.452,44.0,66.0,"1 serving, 1/2 cup",,,ice creams vanilla
19097,66.1,144,1.1,2.0,0.4,30.4,1.3,24.32,54.0,0.14,8.0,40.0,96.0,46.0,0.48,0.028,0.011,1.5,2.3,0.027,0.097,0.063,0.224,0.023,4.0,0.0,4.0,4.0,7.7,0.13,46.0,12.0,12.0,0.0,1.0,5.0,0.0,7.0,0.01,0.0,0.0,0.0,1.16,0.53,0.08,1.0,74.0,".5 cup,  (4 fl oz)",66.0,"1 bar,  (2.75 fl oz)",sherbet orange
19116,16.4,318,1.8,0.2,0.3,81.3,0.1,57.56,3.0,0.23,2.0,8.0,5.0,80.0,0.04,0.097,0.008,1.7,0.0,0.001,0.001,0.078,0.005,0.003,1.0,0.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.08,0.047,0.0,50.0,"1 cup,  of miniature",7.0,10 miniatures,candies marshmallows
19296,17.1,304,0.3,0.0,0.2,82.4,0.2,82.12,6.0,0.42,2.0,4.0,52.0,4.0,0.22,0.036,0.08,0.8,0.5,0.0,0.038,0.121,0.068,0.024,2.0,0.0,2.0,2.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,1 cup,21.0,1 tbsp,honey
19303,33.2,246,0.3,0.0,0.2,66.3,0.7,60.0,38.0,0.15,2.0,4.0,37.0,56.0,0.04,0.09,0.02,0.6,4.8,0.005,0.025,0.052,0.015,0.019,9.0,0.0,9.0,9.0,3.0,0.0,62.0,3.0,0.0,5.0,15.0,38.0,0.0,58.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1 tbsp,14.0,"1 package,  (0.5 oz)",marmalade orange
19304,21.87,290,0.0,0.1,3.3,74.73,0.0,74.72,205.0,4.72,242.0,31.0,1464.0,37.0,0.29,0.487,1.53,17.8,0.0,0.041,0.002,0.93,0.804,0.67,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.032,0.05,0.0,337.0,1 cup,20.0,"1 serving, 1 tbsp",molasses
19334,1.34,380,0.12,0.0,0.45,98.09,0.0,97.02,83.0,0.71,9.0,4.0,133.0,28.0,0.03,0.047,0.064,1.2,0.0,0.0,0.0,0.11,0.132,0.041,1.0,0.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"1 tsp,  unpacked",220.0,"1 cup,  packed",sugars brown
19335,0.02,387,0.0,0.0,0.01,99.98,0.0,99.8,1.0,0.05,0.0,0.0,2.0,1.0,0.01,0.007,0.004,0.6,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,"1 serving, packet",4.2,1 tsp,sugars granulated
19336,0.23,389,0.0,0.0,0.01,99.77,0.0,97.81,1.0,0.06,0.0,0.0,2.0,2.0,0.01,0.007,0.004,0.6,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,"1 cup, unsifted",100.0,"1 cup, sifted",sugars powdered
19340,8.0,354,0.1,0.2,0.8,90.9,0.0,84.87,90.0,1.61,19.0,3.0,274.0,11.0,6.06,0.099,4.422,0.8,0.0,0.009,0.013,0.04,0.048,0.003,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.064,0.1,0.0,3.0,1 tsp,28.35,1 oz,sugars maple
19349,22.01,286,0.0,0.0,0.4,77.59,0.0,77.59,18.0,0.37,8.0,11.0,44.0,155.0,0.04,0.053,0.1,2.9,0.0,0.011,0.009,0.02,0.023,0.009,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,1 cup,20.0,1 tbsp,syrups corn dark
19350,22.81,283,0.0,0.2,0.2,76.79,0.0,76.77,13.0,0.0,1.0,0.0,1.0,62.0,0.44,0.0,0.0,0.7,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,1 cup,22.0,1 tbsp,syrups corn light
19400,4.3,519,2.3,33.6,1.4,58.4,7.7,35.34,18.0,1.25,76.0,56.0,536.0,6.0,0.75,0.205,1.56,1.5,6.3,0.085,0.017,0.71,0.62,0.26,14.0,0.0,14.0,14.0,21.3,0.0,83.0,4.0,0.0,32.0,34.0,0.0,0.0,46.0,0.24,0.0,0.0,1.3,28.97,1.95,0.63,0.0,28.35,1 oz,85.0,3 oz,banana chips
19411,1.86,532,6.39,33.98,3.94,53.83,3.1,0.33,21.0,1.28,63.0,153.0,1196.0,527.0,1.09,0.234,0.43,2.5,21.6,0.213,0.088,4.762,0.956,0.531,29.0,0.0,29.0,29.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45,0.0,0.0,22.1,3.4,18.963,8.282,0.0,28.0,1 oz,28.0,22 chips,potato chips plain salted
19419,4.6,387,8.1,2.4,1.5,83.4,1.9,23.47,19.0,1.4,114.0,157.0,157.0,488.0,2.0,0.42,1.815,9.9,0.0,0.25,0.05,5.15,0.83,0.14,19.0,0.0,19.0,19.0,,0.0,242.0,70.0,69.0,0.0,5.0,4.0,0.0,0.0,,,,0.0,0.42,0.76,0.93,0.0,9.0,1 cake,18.0,2 cakes,corn cakes
19719,34.5,242,0.7,0.2,0.2,64.4,0.3,43.4,20.0,0.49,4.0,3.0,77.0,40.0,0.06,0.1,0.04,2.0,8.8,0.0,0.022,0.036,0.02,0.02,1.0,0.0,1.0,1.0,0.4,0.0,205.0,10.0,0.0,2.0,116.0,11.0,0.0,9.0,0.13,0.0,0.0,0.0,0.01,0.0,0.0,0.0,20.0,1 tbsp,14.0,"1 packet,  (0.5 oz)",jams&preserves apricot
19902,0.97,546,4.88,31.28,1.7,61.17,7.0,47.9,56.0,8.02,146.0,206.0,559.0,24.0,2.01,1.028,1.419,3.0,,0.025,0.05,0.725,0.297,0.042,,,,,,0.23,50.0,2.0,,7.0,26.0,1.0,0.0,31.0,0.54,,,8.1,18.519,9.54,1.092,8.0,28.35,1 oz,162.0,1 bar,chocolate dark 45- 59% cacao sol
19908,0.03,399,0.0,0.0,0.17,99.8,,99.19,12.0,0.37,2.0,1.0,29.0,3.0,0.03,0.009,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,1 tsp,202.0,1 cup,sugar turbinado
19911,32.15,270,0.0,0.0,0.47,67.38,0.0,59.92,109.0,0.11,21.0,,225.0,9.0,0.7,,2.3,,0.0,0.066,1.27,0.081,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,80.0,60 milliliter,,,syrup maple canadian
19912,22.94,310,0.09,0.45,0.14,76.37,0.2,68.03,1.0,0.09,1.0,1.0,4.0,4.0,0.01,0.009,0.005,1.7,17.0,0.122,0.165,0.689,,0.234,30.0,0.0,30.0,30.0,13.3,0.0,156.0,8.0,0.0,0.0,94.0,0.0,0.0,0.0,0.98,0.0,0.0,22.5,0.0,0.0,0.0,0.0,6.9,1 tsp,55.0,.25 cup,sweetener syrup agave
20004,9.44,354,12.48,2.3,2.29,73.48,17.3,0.8,33.0,3.6,133.0,264.0,452.0,12.0,2.77,0.498,1.943,37.7,0.0,0.646,0.285,4.604,0.282,0.318,19.0,0.0,19.0,19.0,,0.0,22.0,1.0,0.0,0.0,13.0,0.0,0.0,160.0,0.57,0.0,0.0,2.2,0.482,0.295,1.108,0.0,184.0,1 cup,,,barley hulled
20005,10.09,352,9.91,1.16,1.11,77.72,15.6,0.8,29.0,2.5,79.0,221.0,280.0,9.0,2.13,0.42,1.322,37.7,0.0,0.191,0.114,4.604,0.282,0.26,23.0,0.0,23.0,23.0,37.8,0.0,22.0,1.0,0.0,0.0,13.0,0.0,0.0,160.0,0.02,0.0,0.0,2.2,0.244,0.149,0.56,0.0,200.0,1 cup,,,barley pearled
20008,9.75,343,13.25,3.4,2.1,71.5,10.0,,18.0,2.2,231.0,347.0,460.0,1.0,2.4,1.1,1.3,8.3,0.0,0.101,0.425,7.02,1.233,0.21,30.0,0.0,30.0,30.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.741,1.04,1.039,0.0,170.0,1 cup,,,buckwheat
20027,8.32,381,0.26,0.05,0.09,91.27,0.9,0.0,2.0,0.47,3.0,13.0,3.0,9.0,0.06,0.05,0.053,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.016,0.025,0.0,128.0,1 cup,,,cornstarch
20033,6.55,246,17.3,7.03,2.89,66.22,15.4,1.45,58.0,5.41,235.0,734.0,566.0,4.0,3.11,0.403,5.63,45.2,0.0,1.17,0.22,0.934,1.494,0.165,52.0,0.0,52.0,52.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,1.01,0.0,0.0,3.2,1.328,2.376,2.766,0.0,94.0,1 cup,,,oat bran
20036,11.8,367,7.54,3.2,1.21,76.25,3.6,0.66,9.0,1.29,116.0,311.0,250.0,5.0,2.13,0.302,2.853,17.1,0.0,0.541,0.095,6.494,1.065,0.477,23.0,0.0,23.0,23.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.591,1.054,1.0,0.0,185.0,1 cup,,,rice brown long-grain
20038,8.22,389,16.89,6.9,1.72,66.27,10.6,,54.0,4.72,177.0,523.0,429.0,2.0,3.97,0.626,4.916,,0.0,0.763,0.139,0.961,1.349,0.119,56.0,0.0,56.0,56.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,1.217,2.178,2.535,0.0,156.0,1 cup,,,oats
20061,11.89,366,5.95,1.42,0.61,80.13,2.4,0.12,10.0,0.35,35.0,98.0,76.0,0.0,0.8,0.13,1.2,15.1,0.0,0.138,0.021,2.59,0.819,0.436,4.0,0.0,4.0,4.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.386,0.442,0.379,0.0,158.0,1 cup,,,rice flour white
